"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3211000;"Powiat policki";"rynek pierwotny";"ogółem";"2020";180;"szt.";"";
3211000;"Powiat policki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3211000;"Powiat policki";"rynek wtórny";"ogółem";"2020";196;"szt.";"";
3211000;"Powiat policki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3212000;"Powiat pyrzycki";"ogółem";"ogółem";"2020";130;"szt.";"";
3212000;"Powiat pyrzycki";"ogółem";"ogółem";"2021";;"szt.";"n";
3212000;"Powiat pyrzycki";"rynek pierwotny";"ogółem";"2020";12;"szt.";"";
3212000;"Powiat pyrzycki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3212000;"Powiat pyrzycki";"rynek wtórny";"ogółem";"2020";118;"szt.";"";
3212000;"Powiat pyrzycki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3213000;"Powiat sławieński";"ogółem";"ogółem";"2020";349;"szt.";"";
3213000;"Powiat sławieński";"ogółem";"ogółem";"2021";;"szt.";"n";
3213000;"Powiat sławieński";"rynek pierwotny";"ogółem";"2020";67;"szt.";"";
3213000;"Powiat sławieński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3213000;"Powiat sławieński";"rynek wtórny";"ogółem";"2020";282;"szt.";"";
3213000;"Powiat sławieński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3214000;"Powiat stargardzki";"ogółem";"ogółem";"2020";951;"szt.";"";
3214000;"Powiat stargardzki";"ogółem";"ogółem";"2021";;"szt.";"n";
3214000;"Powiat stargardzki";"rynek pierwotny";"ogółem";"2020";385;"szt.";"";
3214000;"Powiat stargardzki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3214000;"Powiat stargardzki";"rynek wtórny";"ogółem";"2020";566;"szt.";"";
3214000;"Powiat stargardzki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3215000;"Powiat szczecinecki";"ogółem";"ogółem";"2020";598;"szt.";"";
3215000;"Powiat szczecinecki";"ogółem";"ogółem";"2021";;"szt.";"n";
3215000;"Powiat szczecinecki";"rynek pierwotny";"ogółem";"2020";233;"szt.";"";
3215000;"Powiat szczecinecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3215000;"Powiat szczecinecki";"rynek wtórny";"ogółem";"2020";365;"szt.";"";
3215000;"Powiat szczecinecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3216000;"Powiat świdwiński";"ogółem";"ogółem";"2020";202;"szt.";"";
3216000;"Powiat świdwiński";"ogółem";"ogółem";"2021";;"szt.";"n";
3216000;"Powiat świdwiński";"rynek pierwotny";"ogółem";"2020";6;"szt.";"";
3216000;"Powiat świdwiński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3216000;"Powiat świdwiński";"rynek wtórny";"ogółem";"2020";196;"szt.";"";
3216000;"Powiat świdwiński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3217000;"Powiat wałecki";"ogółem";"ogółem";"2020";244;"szt.";"";
3217000;"Powiat wałecki";"ogółem";"ogółem";"2021";;"szt.";"n";
3217000;"Powiat wałecki";"rynek pierwotny";"ogółem";"2020";63;"szt.";"";
3217000;"Powiat wałecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3217000;"Powiat wałecki";"rynek wtórny";"ogółem";"2020";181;"szt.";"";
3217000;"Powiat wałecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3218000;"Powiat łobeski";"ogółem";"ogółem";"2020";93;"szt.";"";
3218000;"Powiat łobeski";"ogółem";"ogółem";"2021";;"szt.";"n";
3218000;"Powiat łobeski";"rynek pierwotny";"ogółem";"2020";29;"szt.";"";
3218000;"Powiat łobeski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3218000;"Powiat łobeski";"rynek wtórny";"ogółem";"2020";64;"szt.";"";
3218000;"Powiat łobeski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3262000;"Powiat m.Szczecin";"ogółem";"ogółem";"2020";230;"szt.";"";
3262000;"Powiat m.Szczecin";"ogółem";"ogółem";"2021";;"szt.";"n";
3262000;"Powiat m.Szczecin";"rynek pierwotny";"ogółem";"2020";30;"szt.";"";
3262000;"Powiat m.Szczecin";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3262000;"Powiat m.Szczecin";"rynek wtórny";"ogółem";"2020";200;"szt.";"";
3262000;"Powiat m.Szczecin";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3263000;"Powiat m.Świnoujście";"ogółem";"ogółem";"2020";369;"szt.";"";
3263000;"Powiat m.Świnoujście";"ogółem";"ogółem";"2021";;"szt.";"n";
3263000;"Powiat m.Świnoujście";"rynek pierwotny";"ogółem";"2020";184;"szt.";"";
3263000;"Powiat m.Świnoujście";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3263000;"Powiat m.Świnoujście";"rynek wtórny";"ogółem";"2020";185;"szt.";"";
3263000;"Powiat m.Świnoujście";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
