klm;woj;trb;zut;d21;d32;d345;d347;d348;d36;d38;d61;d63;los;dochg;wydg
2;04;1;5;2;1;1;1;1;73;4;3;4;2;2039,21;1831,60
2;04;6;1;2;1;1;1;1;50;2;5;1;2;643,52;928,73
2;04;7;6;2;1;1;1;1;64;3;4;2;2;2749,93;2120,05
2;04;12;1;2;1;1;1;1;50;2;4;1;3;2333,00;2935,83
2;04;12;7;2;1;1;1;1;73;4;3;2;5;2492,00;1335,75
2;04;4;1;2;1;1;1;1;49;2;3;3;5;2260,69;2415,47
2;04;8;1;2;1;1;1;1;64;3;3;2;4;3646,40;3981,39
2;04;8;1;2;1;1;1;1;65;3;3;2;4;2838,40;3107,52
2;04;11;5;2;1;1;1;1;63;3;3;3;1;2240,66;2316,81
2;04;4;4;2;1;1;1;1;47;3;3;3;5;3188,00;3154,53
2;04;11;5;2;1;1;1;1;44;2;3;3;1;2006,17;2241,46
2;04;11;6;2;1;1;2;1;62;2;4;2;1;1455,77;1554,49
2;04;11;5;2;1;1;1;1;48;2;3;3;1;1526,99;1746,85
2;04;1;7;2;1;1;1;1;38;2;3;3;2;1703,50;1610,99
2;04;6;1;2;1;1;4;1;56;2;3;3;2;4130,00;2847,50
2;04;3;1;1;1;1;1;1;44;2;3;3;4;3412,00;2585,68
2;04;1;5;1;1;1;1;1;49;2;2;4;2;4856,63;3986,47
2;04;2;4;2;1;1;1;1;38;2;3;3;3;2800,00;3203,29
2;04;1;1;2;1;1;1;1;41;3;2;4;2;3589,00;2595,47
2;04;3;1;2;1;1;1;1;55;3;2;3;4;3600,00;3111,41
2;04;2;1;2;1;1;1;1;49;2;3;3;3;2840,00;3073,67
2;04;11;5;2;1;1;1;1;57;3;2;4;1;1863,01;2884,00
2;04;11;5;2;1;1;1;1;43;2;5;1;1;782,35;1205,73
2;04;1;5;1;1;1;1;1;57;3;2;4;2;3398,03;3451,60
2;04;12;5;2;1;1;1;1;47;2;3;3;2;1740,74;1342,53
2;04;1;7;2;1;1;1;1;38;2;3;2;2;637,57;1977,94
2;04;10;7;2;1;1;1;1;38;2;3;3;2;1020,00;1497,21
2;04;3;1;2;1;1;1;1;74;2;3;3;4;2700,90;1957,67
2;04;1;1;2;1;1;1;2;28;1;3;3;2;1940,00;1335,71
2;04;2;1;1;1;3;1;1;74;3;3;3;3;3299,10;3566,98
2;04;1;5;2;1;1;2;2;61;2;4;2;2;1940,40;1939,94
2;04;8;1;2;1;2;3;1;72;3;3;3;6;4736,30;4346,39
2;04;2;7;2;1;1;4;1;70;3;3;2;3;1020,00;1162,73
2;04;3;1;2;1;1;3;1;95;3;2;4;4;6302,40;5244,84
2;04;3;1;2;1;1;4;1;72;3;3;3;4;2404,03;2271,49
2;04;1;5;2;1;1;4;1;78;2;3;3;2;1592,42;1575,67
2;04;12;6;2;1;1;3;2;27;1;4;1;2;744,44;692,54
2;04;1;4;2;1;1;4;1;52;2;3;4;2;2000,00;1777,52
2;04;2;1;2;1;1;4;1;91;3;3;3;3;2050,70;1347,68
2;04;2;1;2;1;1;3;2;85;2;5;1;3;2067,05;1967,18
2;04;12;5;2;1;1;1;1;50;2;3;3;3;2908,71;2775,71
2;04;1;1;2;1;1;1;1;70;2;3;5;2;3515,00;2862,71
2;04;11;5;2;1;1;4;1;30;1;3;3;1;934,54;984,09
2;04;3;1;2;1;1;4;1;61;2;3;3;4;2046,54;1973,39
2;04;2;1;2;1;1;3;2;41;2;4;2;3;1082,81;966,12
2;04;6;1;2;1;1;4;1;116;3;4;2;;;
2;04;6;1;2;1;1;3;1;64;2;4;1;2;1592,50;1511,74
2;04;12;5;2;1;1;3;1;105;4;3;3;2;2470,64;2511,30
2;04;11;5;2;1;1;3;2;27;1;4;1;1;593,78;561,29
2;04;11;5;2;1;1;1;1;28;1;3;2;1;1050,31;1099,84
2;04;3;1;2;1;1;3;1;120;4;3;3;4;2336,00;2456,69
2;04;3;1;2;1;1;1;1;39;2;3;3;4;2342,26;2320,18
2;04;1;1;2;1;1;4;1;63;2;3;3;2;2492,82;2223,22
2;04;1;5;2;1;1;2;1;70;2;3;3;2;1771,10;1179,02
2;04;11;7;2;1;1;2;1;58;2;3;3;1;1425,00;1554,73
2;04;11;6;2;1;1;1;1;28;1;3;2;1;1010,44;901,60
2;04;12;5;2;1;1;4;2;37;2;5;1;2;932,49;966,23
2;04;1;6;2;1;1;1;1;117;4;3;2;2;2233,46;3746,52
2;04;11;5;2;1;1;1;2;28;1;4;3;1;988,80;936,71
2;04;11;5;2;1;1;1;1;26;1;2;4;1;1588,21;1294,24
2;04;3;4;2;1;1;1;1;62;3;2;4;4;3950,00;3048,12
2;04;11;6;2;1;1;1;1;27;1;2;4;1;1285,36;945,55
2;04;11;6;2;1;1;1;2;26;1;3;3;1;966,27;736,73
2;04;11;5;2;1;1;1;1;47;2;3;3;1;857,46;769,39
2;04;1;5;2;1;1;1;1;43;2;3;3;2;1662,15;1375,82
2;04;11;6;2;1;1;1;1;43;2;5;1;1;846,75;1273,57
2;04;2;1;2;1;1;1;1;54;3;3;2;3;1423,00;2186,63
2;04;12;1;1;1;1;1;1;54;3;3;3;3;4170,00;2875,87
2;04;8;1;2;1;1;1;1;42;2;4;3;5;2169,24;2197,27
2;04;1;5;1;1;1;1;1;36;2;3;3;2;1980,57;2580,39
2;04;12;5;2;1;1;1;1;42;2;3;3;4;2724,05;1419,53
2;04;2;1;2;1;1;1;1;46;2;3;2;3;1620,00;2144,03
2;04;2;1;2;1;1;1;2;46;2;4;1;3;1625,50;921,22
2;04;3;4;2;1;1;1;1;59;3;3;2;4;8041,70;7918,43
2;04;10;5;1;1;1;1;1;48;2;3;3;3;1872,11;1960,72
2;04;1;5;2;1;1;1;1;42;2;2;4;2;1739,77;1320,93
2;04;11;6;2;1;1;1;1;49;2;4;1;1;1172,08;987,45
2;04;6;4;2;1;1;1;1;63;3;2;4;2;7361,70;8932,04
2;04;1;5;2;1;1;1;1;64;4;3;4;2;3206,46;3164,48
2;04;4;1;1;1;1;1;1;53;3;4;1;5;1638,03;1358,28
2;04;10;5;2;1;1;1;1;48;2;3;3;4;1593,69;2840,02
2;04;1;5;1;1;1;1;1;53;3;3;3;2;2013,50;1343,17
2;04;3;4;2;2;1;1;1;76;3;4;2;4;3557,00;2045,82
2;04;1;1;2;1;1;1;1;54;3;3;3;2;2029,34;1623,16
2;04;12;1;1;1;1;1;1;55;3;3;2;3;2373,00;1464,99
2;04;12;6;1;1;1;1;1;55;3;3;4;3;2688,68;1718,16
2;04;2;1;2;1;1;1;1;43;2;3;3;3;3833,00;3536,59
2;04;2;1;2;1;1;1;1;20;1;2;5;3;3306,90;2913,80
2;04;2;1;2;1;1;1;1;55;3;2;4;3;5278,58;2456,34
2;04;12;6;2;1;1;1;1;55;3;3;2;3;2288,90;1807,86
2;04;11;1;2;1;1;1;1;30;1;3;3;1;1500,00;2100,67
2;04;12;1;2;1;1;1;1;43;2;3;5;2;2460,74;2934,44
2;04;11;5;1;1;1;1;1;44;2;3;3;1;989,72;783,94
2;04;2;5;2;1;1;1;1;55;3;3;4;3;2510,58;2257,78
2;04;1;5;2;3;1;2;1;86;3;3;3;2;2184,20;1149,05
2;04;12;1;2;1;1;1;1;55;3;3;4;3;5157,23;3806,44
2;04;12;1;2;1;1;1;1;56;3;3;3;3;3484,88;3537,99
2;04;1;5;2;1;1;1;1;55;3;5;2;2;1446,76;1460,39
2;04;1;1;2;1;1;1;1;56;3;2;4;2;3903,70;3031,58
2;04;3;4;2;1;1;1;1;55;3;3;2;4;1500,00;1629,12
2;04;12;1;2;1;1;1;1;64;4;3;2;3;1591,40;2734,64
2;04;1;1;2;1;1;1;1;63;3;2;4;2;2285,70;2578,64
2;04;1;1;1;1;1;1;1;43;2;3;3;2;1831,31;1559,09
2;04;2;1;2;1;1;1;1;43;2;3;3;3;3631,20;1788,85
2;04;12;6;2;1;1;1;1;57;3;5;1;3;2120,00;1067,30
2;04;12;1;2;1;1;1;1;54;3;3;3;2;2970,18;2072,27
2;04;11;7;2;1;1;1;2;18;1;5;1;1;770,90;781,32
2;04;3;1;2;1;1;1;2;25;1;3;2;4;2069,25;1346,52
2;04;1;1;2;3;1;3;1;57;3;3;3;2;1316,12;1098,76
2;04;4;4;1;3;1;4;1;120;5;2;5;5;2360,00;4313,92
2;04;6;1;2;1;1;1;1;70;3;3;2;3;2896,30;3063,14
2;04;1;1;2;1;2;3;1;25;1;3;3;2;2564,32;1929,55
2;04;1;6;2;1;1;1;1;47;2;3;3;2;1359,69;975,17
2;04;3;1;2;1;1;3;1;45;2;3;3;4;2204,00;1782,52
2;04;12;5;2;1;1;3;2;32;2;4;2;2;1012,81;769,06
2;04;12;6;1;3;1;4;1;125;5;3;2;2;1078,90;1357,23
2;04;3;4;1;3;1;4;1;120;4;2;4;4;2604,90;2415,43
2;04;1;1;1;1;1;4;1;78;3;2;4;2;3901,00;3827,59
2;04;3;1;1;1;1;2;1;80;3;3;3;4;1700,24;2411,49
2;04;1;6;2;1;1;3;1;46;2;3;3;2;1832,60;1918,29
2;04;3;1;1;3;1;3;2;90;3;3;3;4;2364,00;1967,69
2;04;8;1;2;2;1;3;1;84;4;2;4;5;5422,96;5574,93
2;04;1;1;1;3;1;4;1;90;3;3;3;2;2872,20;3504,29
2;04;12;5;2;3;1;4;1;45;2;3;4;3;3082,86;2220,36
2;04;3;4;2;3;1;4;2;22;1;3;3;4;2928,60;4314,26
2;04;12;1;2;1;3;3;1;38;1;4;2;2;1297,16;1298,27
2;04;1;1;2;1;1;3;2;73;2;3;3;2;2082,00;1846,10
2;04;1;4;1;3;1;4;1;60;3;2;4;2;7500,00;7253,93
2;04;11;1;2;1;1;1;1;48;2;3;3;1;1410,22;1645,63
2;04;2;1;2;1;1;1;1;48;2;3;3;3;3496,41;3170,22
2;04;11;5;2;1;2;3;1;36;2;3;2;1;949,85;850,28
2;04;11;6;2;1;3;3;1;28;1;3;3;1;983,00;705,60
2;04;12;5;2;1;2;3;1;63;2;4;3;5;3456,26;2409,60
2;06;2;1;1;1;1;1;1;70;4;4;1;3;1440,88;1316,46
2;06;1;1;2;1;1;1;1;86;4;2;5;2;6758,52;5417,85
2;06;4;7;2;1;1;1;1;59;3;5;1;5;217,60;1172,70
2;06;4;1;2;1;1;1;1;70;4;5;1;5;1249,80;824,84
2;06;2;1;2;1;1;1;1;60;3;3;3;3;5860,00;3558,78
2;06;2;1;2;1;1;1;1;48;2;3;3;3;5669,50;5501,50
2;06;2;1;1;1;1;1;1;60;3;3;2;3;2539,36;2151,97
2;06;8;1;2;1;1;1;1;48;2;4;3;4;1905,05;1837,68
2;06;4;1;1;1;1;1;1;60;3;4;2;5;1445,12;2777,40
2;06;2;4;2;1;1;1;1;60;3;2;5;3;6651,00;5506,25
2;06;12;1;2;1;1;1;1;60;3;4;3;3;1943,41;1946,02
2;06;6;1;2;1;1;1;1;57;2;1;5;2;4103,11;5992,87
2;06;1;1;2;1;1;1;1;48;2;2;4;2;3052,10;1710,34
2;06;11;5;2;1;1;1;1;35;1;3;2;1;1278,21;1098,12
2;06;1;5;2;1;1;1;1;48;2;3;3;2;1955,46;2747,75
2;06;11;6;2;1;1;1;1;48;2;5;1;1;586,10;682,00
2;06;3;1;1;1;1;1;1;70;3;4;2;4;2853,87;3678,59
2;06;9;1;2;1;1;1;1;48;2;5;1;3;1936,48;2256,69
2;06;12;1;2;1;1;1;1;59;3;4;2;3;1898,62;2272,25
2;06;3;1;2;1;1;1;1;70;3;3;3;4;2972,90;4496,04
2;06;2;1;2;1;1;1;1;48;2;3;4;3;3276,00;2679,96
2;06;3;4;2;1;1;1;1;48;2;5;1;4;2231,22;1873,01
2;06;1;1;2;1;1;1;1;61;3;5;2;2;1792,26;1605,27
2;06;2;1;2;1;1;1;1;50;2;3;3;3;1976,40;1099,02
2;06;12;1;2;3;1;4;1;72;2;4;1;4;2123,80;1576,80
2;06;1;1;2;1;1;1;1;49;2;5;1;2;769,00;498,88
2;06;12;6;2;1;1;1;1;60;3;3;3;3;3414,26;3026,53
2;06;11;1;2;1;1;1;1;49;2;3;4;1;1400,00;1154,14
2;06;12;1;2;1;1;1;1;60;3;3;3;5;4886,35;3916,04
2;06;6;1;2;1;1;1;1;49;2;3;1;2;1225,92;1081,88
2;06;12;6;2;1;1;1;1;49;2;5;1;2;685,48;756,34
2;06;3;1;2;1;1;1;1;48;2;4;2;4;1541,65;1866,59
2;06;12;5;2;1;1;1;1;62;3;4;1;6;1939,57;2194,43
2;06;2;1;1;1;1;1;1;49;3;2;4;3;3918,52;3541,36
2;06;1;1;2;1;1;1;1;61;3;3;3;2;2430,00;2101,86
2;06;12;1;2;1;1;1;1;48;2;5;2;2;1770,40;1014,72
2;06;3;1;2;2;1;3;1;58;2;3;2;4;3577,73;2204,21
2;06;12;1;2;1;1;1;1;61;3;4;2;2;2530,30;2299,10
2;06;11;5;1;1;1;1;1;60;3;4;1;1;1562,84;2475,09
2;06;8;5;2;1;1;1;1;60;3;3;1;4;1628,00;1325,13
2;06;12;5;2;1;1;1;1;46;2;3;2;2;2724,89;1993,48
2;06;1;5;1;1;1;1;1;60;3;3;4;2;3616,50;6588,94
2;06;4;1;2;1;1;1;1;48;3;3;2;5;1467,38;1284,58
2;06;3;1;2;1;1;1;1;60;3;3;1;4;1600,00;1502,61
2;06;11;5;2;1;1;1;1;48;3;3;3;1;1241,66;1219,82
2;06;3;1;2;1;1;1;1;50;3;3;2;4;1765,00;2849,07
2;06;2;2;1;1;1;1;1;49;3;2;5;3;5213,09;2560,12
2;06;11;1;2;1;1;1;1;49;3;3;1;1;1648,68;1290,67
2;06;12;1;2;1;1;1;1;48;3;2;4;4;5751,70;2832,87
2;06;1;6;2;1;1;1;1;62;3;5;1;2;1388,12;1289,24
2;06;11;1;2;1;1;1;1;52;2;3;3;1;2657,50;2068,41
2;06;8;6;2;1;1;1;1;56;3;3;3;4;2742,86;2487,06
2;06;11;7;2;1;1;1;2;30;1;3;4;1;1571,09;1178,71
2;06;11;7;2;1;1;1;2;20;1;2;4;1;1375,45;1319,85
2;06;3;1;1;1;1;1;1;62;3;3;4;4;5045,00;4662,43
2;06;1;1;2;1;1;1;1;20;1;3;3;2;2968,88;3466,57
2;06;1;5;1;1;1;1;1;61;3;3;3;2;2140,33;1926,24
2;06;1;5;2;1;3;1;1;49;3;3;3;2;3166,13;4761,75
2;06;8;1;2;1;1;1;1;74;4;3;4;5;5837,15;3122,09
2;06;2;1;2;1;1;1;1;73;4;3;2;3;2426,02;2202,40
2;06;2;5;1;1;1;1;1;52;2;4;2;3;1487,73;1612,73
2;06;2;1;1;1;1;1;1;73;4;3;1;3;2036,99;2125,82
2;06;3;1;2;1;1;1;1;61;3;2;5;4;2800,00;2294,76
2;06;1;5;1;1;1;1;1;48;3;3;3;2;3059,52;2799,09
2;06;6;1;2;1;1;1;1;49;2;4;1;2;1025,99;1201,87
2;06;2;1;2;3;1;1;2;52;3;2;3;3;2615,50;5945,78
2;06;12;5;2;1;1;1;1;38;2;3;2;2;1031,87;1226,77
2;06;11;7;2;1;1;1;1;26;1;4;1;1;633,02;598,43
2;06;12;5;2;1;1;1;1;49;3;3;2;3;2123,56;2524,43
2;06;11;7;2;1;1;1;2;12;1;2;5;1;1171,05;1179,72
2;06;11;7;2;1;1;1;2;12;1;2;5;1;842,50;831,37
2;06;1;6;2;1;2;3;1;26;1;4;2;2;1421,38;2001,78
2;06;2;1;1;3;2;3;1;80;4;3;3;3;1933,70;1882,03
2;06;1;5;1;3;2;2;1;35;1;3;2;2;1536,06;1660,70
2;06;11;6;2;3;2;2;1;70;2;3;2;1;759,43;684,83
2;06;12;1;2;3;2;3;1;50;3;5;1;6;2589,95;2041,71
2;06;11;5;2;3;2;2;2;38;1;3;4;1;1038,54;995,04
2;06;8;2;1;1;1;1;1;36;1;4;2;4;2593,90;2379,12
2;06;2;4;2;3;1;2;1;64;3;3;2;3;3060,00;3443,97
2;06;3;1;2;1;1;1;1;39;1;5;1;4;946,00;2492,33
2;06;12;7;2;3;1;3;2;34;1;3;2;3;1936,30;2477,22
2;06;12;7;1;2;2;3;2;40;1;5;1;2;3045,30;1247,37
2;06;3;1;2;1;1;2;1;28;1;4;2;4;2276,09;1610,62
2;06;3;1;1;3;2;3;1;60;2;5;2;4;996,40;3458,73
2;06;3;1;2;1;2;2;1;30;1;3;3;4;3430,48;2438,53
2;06;9;1;2;1;2;3;2;27;1;5;1;4;1880,00;1147,15
2;06;2;1;1;2;2;2;1;70;2;5;1;3;926,00;986,60
2;06;3;1;2;3;2;4;2;46;1;2;1;4;1494,77;1213,47
2;06;2;4;1;3;2;2;1;45;2;2;5;3;3000,00;2894,34
2;06;4;1;2;1;1;2;1;70;3;3;2;5;2327,00;2082,19
2;06;12;5;2;3;2;2;1;48;2;3;4;3;2084,05;1386,60
2;06;12;7;2;3;1;4;2;30;1;5;1;3;798,00;637,77
2;06;8;1;2;3;2;3;1;35;2;3;3;4;1954,00;1497,27
2;06;11;5;2;2;1;4;1;60;2;3;3;1;1283,90;1342,24
2;06;4;4;2;3;2;3;2;60;2;4;2;5;1057,60;1759,66
2;06;6;1;2;1;1;1;1;86;4;3;3;3;3300,00;4315,78
2;06;2;4;2;1;1;1;1;80;4;3;3;3;4210,00;2133,93
2;06;2;1;2;1;1;1;1;65;3;3;3;3;2842,72;2652,30
2;06;1;4;2;1;1;1;1;75;4;3;3;2;6280,24;3301,39
2;06;3;1;1;1;1;1;1;55;2;4;2;4;1484,83;1862,89
2;06;3;1;2;3;2;3;2;60;2;4;2;4;950,00;1453,76
2;06;6;1;2;1;1;1;1;50;2;3;3;2;1438,74;2034,15
2;06;12;5;2;3;2;3;1;85;3;5;1;5;2204,98;2019,93
2;06;12;1;2;1;1;1;2;55;3;3;3;2;2429,19;4028,45
2;06;2;1;2;1;1;1;1;40;2;3;3;3;2236,00;1859,49
2;06;1;1;2;1;1;1;1;60;3;3;3;2;2107,50;3251,43
2;06;1;6;2;3;2;3;2;45;2;4;3;2;2231,72;4222,15
2;06;11;1;2;1;1;1;1;30;1;3;2;1;2305,70;2281,62
2;06;2;1;2;1;1;1;1;63;3;3;3;3;3183,00;2779,32
2;06;4;4;1;1;1;1;1;60;3;3;3;5;2570,31;2870,26
2;06;11;4;2;1;1;1;1;65;3;3;2;1;600,00;795,52
2;06;6;7;2;3;2;3;2;58;2;4;1;5;1803,30;1649,01
2;06;6;1;2;1;1;1;1;30;1;4;2;2;1650,00;2075,79
2;06;3;1;2;1;1;1;1;65;3;3;3;4;3000,00;2937,37
2;06;3;2;1;1;1;1;1;48;2;3;2;4;1727,80;1658,58
2;06;3;1;2;1;1;1;1;55;3;3;3;4;4459,94;3915,81
2;06;6;1;2;1;1;1;1;53;2;3;2;3;3650,00;2913,14
2;06;11;7;2;1;1;1;2;18;1;3;2;1;1008,85;1160,97
2;06;11;7;2;1;1;1;2;18;1;4;2;1;848,25;564,62
2;06;11;7;2;1;1;1;2;19;0;3;2;1;1350,10;1670,30
2;06;1;5;2;1;1;1;1;58;2;3;3;2;4828,00;5591,50
2;06;12;5;1;1;1;1;1;70;3;3;3;4;3650,05;3779,91
2;06;11;5;2;1;1;1;1;75;3;3;2;1;1218,35;828,21
2;06;11;1;2;1;1;1;1;50;2;3;2;1;1044,54;1070,70
2;06;12;1;2;1;2;5;1;32;1;3;2;3;2380,11;1464,70
2;06;11;7;2;1;1;1;2;45;2;5;1;1;871,00;813,79
2;06;2;7;2;1;1;1;1;48;2;4;1;3;1178,70;1288,31
2;06;2;1;2;1;1;1;1;45;2;3;2;3;2610,75;2150,94
2;06;1;5;1;1;1;4;1;46;1;3;2;2;1338,14;620,05
2;06;11;5;2;1;2;1;1;50;2;3;3;1;1057,00;1310,29
2;06;11;6;2;1;1;1;1;48;2;3;2;1;1330,34;1307,80
2;06;11;1;2;1;2;3;1;30;1;4;1;1;899,90;1595,37
2;06;11;5;2;1;1;1;1;48;2;3;3;1;651,69;694,44
2;06;2;1;2;1;1;1;1;45;2;4;2;3;1300,00;1809,25
2;06;1;1;2;1;1;4;1;55;2;3;2;2;1710,61;1246,74
2;06;3;1;2;1;1;1;1;38;2;4;2;4;1735,00;2585,86
2;06;1;5;2;1;1;1;1;50;2;3;3;2;2277,00;1174,81
2;06;12;7;2;1;1;1;1;40;2;4;1;2;1155,90;1203,51
2;06;11;7;2;1;1;1;1;55;2;3;2;1;3193,25;2172,24
2;06;1;5;2;1;2;4;1;45;2;4;2;2;1380,00;1958,79
2;06;3;1;2;1;1;1;1;60;2;3;2;4;2729,60;2841,71
2;06;12;5;2;1;1;1;1;38;1;4;1;2;1587,07;745,53
2;06;11;5;1;1;1;1;1;45;2;3;3;1;1582,20;755,04
2;06;1;1;2;1;1;1;1;38;1;4;2;2;1415,98;1472,82
2;06;1;6;2;1;1;1;1;45;2;4;2;2;1432,92;1022,88
2;06;2;6;2;1;1;1;1;42;2;3;3;3;2013,22;1736,33
2;06;1;5;2;1;1;1;1;48;3;3;3;2;2526,02;2029,47
2;06;11;6;2;1;1;1;1;49;3;3;2;1;720,00;969,32
2;06;10;5;2;1;1;1;1;48;3;2;4;3;3570,68;3677,22
2;06;2;1;2;1;1;1;1;49;3;4;2;3;2420,23;2149,18
2;06;11;1;2;1;1;1;2;50;3;3;2;1;1686,66;1756,66
2;06;12;5;2;1;1;1;1;58;3;3;3;2;2195,92;2811,38
2;06;12;1;2;1;1;1;1;62;4;3;3;6;4035,50;2240,21
2;06;12;1;2;1;1;1;1;62;4;3;3;4;2933,98;2955,28
2;06;12;5;2;1;1;1;1;62;4;3;3;4;4150,00;3231,61
2;06;12;6;2;1;1;1;1;50;3;3;3;2;2128,97;2757,80
2;06;1;1;2;1;1;1;1;48;3;3;3;2;5032,48;3983,91
2;06;3;1;2;1;1;1;1;48;3;3;2;4;2964,53;3911,44
2;06;12;6;2;1;1;1;1;72;5;3;3;3;2025,15;1941,85
2;06;8;1;2;1;1;1;1;48;3;3;3;5;3700,00;2525,84
2;06;11;5;2;1;1;1;1;48;3;3;3;1;1129,53;896,70
2;06;3;1;1;1;1;1;1;58;4;4;2;4;2760,04;1988,87
2;06;1;5;1;1;1;1;1;48;3;4;2;2;1921,20;1822,84
2;06;12;5;2;1;1;1;1;68;3;3;3;3;1316,89;1272,21
2;06;11;6;2;1;1;1;1;49;3;3;3;1;1266,99;1897,64
2;06;2;1;2;1;1;1;1;62;4;3;4;3;3214,20;3721,94
2;06;1;5;2;1;1;1;1;58;3;3;3;2;2572,00;1968,75
2;06;3;1;2;1;1;1;1;58;3;4;2;4;1622,00;1986,74
2;06;12;6;2;1;1;1;1;48;3;5;1;2;1327,87;1847,57
3;08;1;5;1;3;1;2;1;110;4;4;2;2;1727,21;1965,39
3;08;3;4;2;3;1;2;1;160;5;2;4;4;7170,35;8076,44
3;08;5;1;2;2;1;2;1;75;4;4;1;6;2134,92;4845,16
3;08;1;1;2;3;1;2;1;200;4;3;3;2;3679,60;2885,40
3;08;12;6;2;2;1;2;1;100;4;5;1;3;1830,28;1730,20
3;08;8;1;1;2;1;2;1;67;3;2;4;4;3604,10;2776,53
3;08;1;5;1;3;1;1;1;136;6;4;2;2;2121,11;2222,66
3;08;6;1;2;2;1;2;1;72;3;5;1;2;1165,39;2242,28
3;08;12;6;2;3;1;2;1;95;4;4;1;2;1114,39;1442,98
3;08;1;5;2;3;1;2;1;138;5;3;4;2;2311,46;1624,37
3;08;3;1;2;2;1;2;1;70;5;4;2;4;1625,25;930,18
3;08;1;5;1;1;1;2;1;53;2;3;3;2;1815,66;2137,98
3;08;6;7;2;1;1;2;2;47;2;4;1;3;995,83;1011,10
3;08;1;1;2;2;1;2;1;93;4;3;3;2;2518,90;2638,81
3;08;11;5;2;1;1;1;1;67;2;5;1;1;915,09;932,17
3;08;11;5;2;3;1;4;1;110;4;3;3;1;1179,00;1522,45
3;08;11;5;2;1;1;2;1;42;1;4;2;1;980,74;907,76
3;08;2;1;2;3;1;4;1;130;6;2;4;3;2806,15;2270,56
3;08;12;6;2;1;1;1;1;42;1;4;1;3;1760,33;1519,72
3;08;2;1;1;2;1;3;1;90;3;5;1;3;1032,15;2181,39
3;08;8;6;2;3;1;4;1;120;7;3;3;4;3451,41;3047,35
3;08;12;5;2;3;1;4;1;90;3;3;2;2;2485,46;2274,22
3;08;1;1;2;3;1;2;1;70;3;3;3;2;2029,24;2112,32
3;08;12;1;2;3;1;2;1;132;5;3;3;5;4786,20;4497,60
3;08;11;7;2;1;1;1;1;45;2;5;1;1;600,00;592,16
3;08;12;5;1;1;1;1;1;67;4;4;3;5;4041,48;3191,22
3;08;1;1;2;1;3;1;1;60;3;2;6;2;4797,00;4412,52
3;08;12;5;2;1;1;1;1;52;3;4;3;2;2250,00;1598,45
3;08;1;1;2;1;1;1;1;56;2;3;4;2;3087,27;2777,77
3;08;3;1;2;1;1;1;1;52;3;4;3;4;3655,55;3999,85
3;08;11;5;2;1;1;1;1;38;2;4;3;1;1321,43;1233,16
3;08;1;6;2;1;1;1;1;47;3;5;2;2;2984,76;2812,30
3;08;8;1;2;1;1;1;1;45;2;2;4;4;4450,00;4059,94
3;08;1;5;2;1;1;1;1;58;3;3;4;2;2285,23;2326,48
3;08;1;5;1;1;1;1;1;67;4;3;3;2;2476,50;1753,91
3;08;12;5;2;1;1;1;1;47;3;4;3;3;2841,04;2634,80
3;08;2;1;2;1;1;1;1;45;2;3;3;3;2560,00;2854,87
3;08;2;1;2;1;1;1;1;51;3;2;4;3;3404,67;2676,54
3;08;1;5;2;1;1;1;1;66;4;5;2;2;1537,64;2049,26
3;08;8;1;2;1;1;1;1;67;4;2;6;4;7266,52;4795,28
3;08;4;1;2;1;1;1;1;59;3;3;4;5;4007,09;5603,34
3;08;12;5;2;1;1;1;1;47;3;5;2;4;1698,74;2605,92
3;08;3;1;2;1;1;1;1;63;4;4;3;4;2212,97;2862,58
3;08;8;1;2;1;1;1;1;44;2;4;3;4;2752,92;2578,54
3;08;12;6;2;1;1;1;1;65;4;5;1;6;2110,57;3229,92
3;08;3;1;2;1;1;1;1;46;2;3;4;4;1940,20;1946,61
3;08;3;1;1;1;1;1;1;45;2;4;3;4;3337,88;2522,51
3;08;1;1;2;1;1;1;1;47;2;3;4;2;2371,21;1785,66
3;08;11;5;2;1;1;1;1;44;2;4;1;1;682,16;878,48
3;08;3;1;2;3;1;1;1;50;3;2;3;4;2732,00;7227,69
3;08;12;5;2;1;1;1;1;50;3;3;1;5;2240,63;1615,17
3;08;11;5;2;1;1;1;1;50;2;4;1;1;1047,26;1421,82
3;08;3;1;2;1;1;1;1;51;3;4;2;4;2020,10;1826,14
3;08;2;1;2;1;1;1;1;56;3;3;3;3;3491,26;3652,13
3;08;1;6;1;1;1;1;1;44;2;5;1;2;1033,74;1389,19
3;08;1;5;2;1;1;1;1;47;2;3;3;2;2159,88;2071,56
3;08;12;6;2;1;1;1;1;56;2;3;2;3;1908,52;1531,00
3;08;12;6;1;1;1;1;1;50;3;3;3;3;1790,30;1492,80
3;08;1;1;2;1;1;1;1;50;3;3;3;2;5044,00;2934,47
3;08;3;1;2;1;1;1;1;44;2;5;2;4;1433,16;1047,13
3;08;6;1;2;1;1;1;1;52;3;4;1;2;1012,55;1389,84
3;08;1;5;2;1;1;1;1;51;3;3;3;2;2653,83;1571,59
3;08;12;5;2;1;1;1;1;56;3;3;4;3;3605,90;2462,63
3;08;8;5;2;1;1;1;1;57;3;3;2;6;4159,46;3236,87
3;08;2;5;2;1;1;1;1;43;2;3;2;3;2063,38;4599,51
3;08;6;1;2;1;1;1;1;58;3;3;1;2;1244,38;1202,11
3;08;1;5;2;1;1;1;1;45;2;2;4;2;2556,11;2004,95
